image_filename,bcs_1,bcs_2,bcs_mean,local_path
700_4_29_12_92_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_92_cow.jpg
110_4_10_20_105_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_10_20_105_cow.jpg
32_4_5_22_177_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_177_cow.jpg
128_4_5_13_159_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_13_159_cow.jpg
700_4_20_12_88_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_88_cow.jpg
40_4_15_12_403_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_403_cow.jpg
738_4_4_20_45_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_4_20_45_cow.jpg
713_4_4_13_198_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_4_13_198_cow.jpg
132_4_29_12_92_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_92_cow.jpg
32_4_22_21_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_113_cow.jpg
128_4_25_23_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_107_cow.jpg
32_4_25_12_112_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_112_cow.jpg
40_4_6_10_363_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_6_10_363_cow.jpg
39_4_29_12_91_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_91_cow.jpg
132_4_5_10_64_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_5_10_64_cow.jpg
71_4_10_20_156_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\71_4_10_20_156_cow.jpg
32_4_10_11_39_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_10_11_39_cow.jpg
38_4_20_23_70_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_70_cow.jpg
39_4_11_10_263_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_263_cow.jpg
128_4_10_12_148_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_148_cow.jpg
736_4_25_13_103_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_103_cow.jpg
738_4_22_21_110_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_110_cow.jpg
713_4_5_22_11_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_11_cow.jpg
39_4_5_10_142_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_142_cow.jpg
713_4_5_22_361_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_361_cow.jpg
132_4_24_22_128_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_128_cow.jpg
110_4_22_21_109_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_109_cow.jpg
714_4_25_10_79_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_79_cow.jpg
40_4_24_23_111_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_111_cow.jpg
39_4_5_10_144_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_144_cow.jpg
700_4_20_12_86_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_86_cow.jpg
738_4_6_11_156_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_6_11_156_cow.jpg
45_4_15_12_36_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_36_cow.jpg
132_4_24_22_120_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_120_cow.jpg
110_4_10_20_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_10_20_107_cow.jpg
738_4_24_22_109_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_24_22_109_cow.jpg
710_4_4_10_71_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_4_10_71_cow.jpg
132_4_25_21_124_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_25_21_124_cow.jpg
714_4_5_20_184_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_184_cow.jpg
736_4_25_13_103_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_103_cow.jpg
132_4_10_10_40_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_10_10_40_cow.jpg
696_4_27_12_69_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_27_12_69_cow.jpg
128_4_20_20_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_107_cow.jpg
714_4_22_20_107_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_22_20_107_cow.jpg
73_4_4_21_188_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_4_21_188_cow.jpg
710_4_11_12_123_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_123_cow.jpg
734_4_23_23_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_23_23_108_cow.jpg
131_4_22_22_114_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_22_22_114_cow.jpg
40_4_24_23_111_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_111_cow.jpg
738_4_24_22_113_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_24_22_113_cow.jpg
132_4_14_10_503_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_503_cow.jpg
700_4_5_12_14_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_14_cow.jpg
738_4_22_21_110_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_110_cow.jpg
32_4_25_12_110_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_110_cow.jpg
132_4_20_21_112_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_112_cow.jpg
42_4_20_23_110_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_20_23_110_cow.jpg
696_4_7_21_278_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_7_21_278_cow.jpg
49_4_26_12_109_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_26_12_109_cow.jpg
38_4_10_13_37_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_13_37_cow.jpg
714_4_5_20_184_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_184_cow.jpg
131_4_25_22_114_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_25_22_114_cow.jpg
32_4_6_12_119_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_6_12_119_cow.jpg
56_4_23_22_102_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_102_cow.jpg
710_4_11_12_119_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_119_cow.jpg
32_4_22_21_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_111_cow.jpg
110_4_20_22_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_20_22_111_cow.jpg
734_4_23_23_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_23_23_108_cow.jpg
734_4_22_23_129_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_129_cow.jpg
49_4_5_13_167_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_167_cow.jpg
38_4_10_20_298_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_20_298_cow.jpg
85_4_11_10_118_cow.jpg,2.5,2.75,2.62,BCS_dataset/images\85_4_11_10_118_cow.jpg
696_4_6_10_175_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_6_10_175_cow.jpg
131_4_23_20_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_23_20_113_cow.jpg
757_4_25_22_112_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_112_cow.jpg
49_4_5_13_167_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_167_cow.jpg
73_4_10_20_57_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_10_20_57_cow.jpg
710_4_14_11_688_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_14_11_688_cow.jpg
73_4_23_22_113_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_23_22_113_cow.jpg
38_4_10_13_37_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_13_37_cow.jpg
757_4_25_22_110_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_110_cow.jpg
32_4_24_21_118_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_118_cow.jpg
32_4_22_21_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_113_cow.jpg
39_4_10_10_108_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_10_10_108_cow.jpg
42_4_6_11_266_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_6_11_266_cow.jpg
39_4_11_10_265_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_265_cow.jpg
42_4_4_23_59_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_4_23_59_cow.jpg
32_4_7_21_8_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_7_21_8_cow.jpg
700_4_9_22_301_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_9_22_301_cow.jpg
32_4_24_21_120_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_120_cow.jpg
738_4_22_21_108_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_108_cow.jpg
132_4_21_12_105_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_21_12_105_cow.jpg
85_4_6_10_241_cow.jpg,2.5,2.75,2.62,BCS_dataset/images\85_4_6_10_241_cow.jpg
131_4_10_23_190_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_10_23_190_cow.jpg
48_4_22_22_109_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_22_22_109_cow.jpg
56_4_15_13_26_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_26_cow.jpg
32_4_15_13_100_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_15_13_100_cow.jpg
734_4_22_23_133_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_133_cow.jpg
128_4_14_12_108_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_14_12_108_cow.jpg
734_4_22_23_133_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_133_cow.jpg
700_4_11_10_300_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_11_10_300_cow.jpg
71_4_10_20_156_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\71_4_10_20_156_cow.jpg
40_4_15_12_401_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_401_cow.jpg
131_4_22_22_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_22_22_116_cow.jpg
714_4_22_20_107_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_22_20_107_cow.jpg
128_4_25_23_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_107_cow.jpg
734_4_4_22_226_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_4_22_226_cow.jpg
71_4_10_20_158_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\71_4_10_20_158_cow.jpg
56_4_23_22_102_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_102_cow.jpg
38_4_20_23_72_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_72_cow.jpg
700_4_5_12_14_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_14_cow.jpg
45_4_7_22_180_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_7_22_180_cow.jpg
128_4_10_12_146_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_146_cow.jpg
38_4_23_23_105_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_105_cow.jpg
710_4_10_12_67_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_67_cow.jpg
736_4_5_22_162_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_5_22_162_cow.jpg
132_4_29_12_92_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_92_cow.jpg
128_4_20_20_113_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_113_cow.jpg
700_4_4_23_403_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_4_23_403_cow.jpg
757_4_25_22_108_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_108_cow.jpg
37_4_5_20_223_cow.jpg,3.25,3.0,3.12,BCS_dataset/images\37_4_5_20_223_cow.jpg
132_4_14_10_503_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_503_cow.jpg
85_4_6_10_241_cow.jpg,2.5,2.75,2.62,BCS_dataset/images\85_4_6_10_241_cow.jpg
73_4_25_20_129_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_25_20_129_cow.jpg
710_4_10_12_61_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_61_cow.jpg
39_4_29_12_89_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_89_cow.jpg
710_4_11_12_121_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_121_cow.jpg
734_4_25_12_112_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_112_cow.jpg
700_4_9_22_301_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_9_22_301_cow.jpg
32_4_6_12_119_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_6_12_119_cow.jpg
738_4_6_11_156_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_6_11_156_cow.jpg
131_4_22_22_112_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_22_22_112_cow.jpg
39_4_5_10_142_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_142_cow.jpg
38_4_23_23_105_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_105_cow.jpg
49_4_7_21_162_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_7_21_162_cow.jpg
85_4_11_10_116_cow.jpg,2.5,2.75,2.62,BCS_dataset/images\85_4_11_10_116_cow.jpg
710_4_11_12_119_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_119_cow.jpg
714_4_5_20_186_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_186_cow.jpg
714_4_10_10_117_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_10_10_117_cow.jpg
710_4_11_12_121_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_121_cow.jpg
37_4_5_20_221_cow.jpg,3.25,3.0,3.12,BCS_dataset/images\37_4_5_20_221_cow.jpg
39_4_11_10_261_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_261_cow.jpg
128_4_20_20_111_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_111_cow.jpg
110_4_22_21_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_111_cow.jpg
56_4_10_10_106_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_10_10_106_cow.jpg
713_4_10_22_193_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_10_22_193_cow.jpg
132_4_4_10_91_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_4_10_91_cow.jpg
32_4_10_11_43_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_10_11_43_cow.jpg
713_4_5_12_109_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_12_109_cow.jpg
738_4_24_22_109_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_24_22_109_cow.jpg
39_4_11_10_261_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_261_cow.jpg
132_4_24_22_128_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_128_cow.jpg
132_4_25_21_124_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_25_21_124_cow.jpg
49_4_5_13_169_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_169_cow.jpg
734_4_25_12_110_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_110_cow.jpg
56_4_15_13_24_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_24_cow.jpg
713_4_6_12_62_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_6_12_62_cow.jpg
56_4_23_22_104_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_104_cow.jpg
32_4_4_22_40_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_4_22_40_cow.jpg
56_4_15_13_26_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_26_cow.jpg
738_4_22_21_106_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_106_cow.jpg
710_4_10_12_65_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_65_cow.jpg
110_4_20_22_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_20_22_111_cow.jpg
128_4_10_12_146_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_146_cow.jpg
40_4_15_12_401_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_401_cow.jpg
734_4_4_22_226_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_4_22_226_cow.jpg
45_4_15_12_38_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_38_cow.jpg
32_4_25_20_122_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_122_cow.jpg
132_4_20_21_108_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_108_cow.jpg
73_4_10_20_57_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\73_4_10_20_57_cow.jpg
45_4_7_22_180_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_7_22_180_cow.jpg
734_4_25_12_110_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_110_cow.jpg
757_4_6_12_168_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_6_12_168_cow.jpg
39_4_29_12_91_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_91_cow.jpg
110_4_11_13_101_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_11_13_101_cow.jpg
48_4_14_10_190_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_14_10_190_cow.jpg
110_4_22_21_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_107_cow.jpg
710_4_14_11_688_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_14_11_688_cow.jpg
128_4_6_10_85_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_6_10_85_cow.jpg
110_4_22_21_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_107_cow.jpg
131_4_22_22_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_22_22_116_cow.jpg
131_4_10_23_186_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\131_4_10_23_186_cow.jpg
39_4_29_12_87_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_87_cow.jpg
713_4_4_13_198_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_4_13_198_cow.jpg
39_4_29_12_89_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_89_cow.jpg
110_4_22_21_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_113_cow.jpg
738_4_4_20_45_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_4_20_45_cow.jpg
40_4_15_12_403_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_403_cow.jpg
56_4_4_12_2_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_4_12_2_cow.jpg
713_4_5_22_363_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_363_cow.jpg
700_4_20_12_86_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_86_cow.jpg
757_4_25_22_106_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_106_cow.jpg
48_4_15_12_243_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_15_12_243_cow.jpg
132_4_29_12_94_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_94_cow.jpg
32_4_22_21_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_111_cow.jpg
48_4_15_12_243_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_15_12_243_cow.jpg
32_4_22_21_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_107_cow.jpg
757_4_6_12_168_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_6_12_168_cow.jpg
32_4_22_21_109_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_109_cow.jpg
738_4_4_12_139_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_4_12_139_cow.jpg
132_4_27_12_74_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_74_cow.jpg
128_4_25_23_105_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_105_cow.jpg
713_4_5_22_11_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_11_cow.jpg
738_4_22_21_104_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\738_4_22_21_104_cow.jpg
40_4_24_23_113_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_113_cow.jpg
757_4_25_22_106_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_106_cow.jpg
85_4_11_10_118_cow.jpg,2.5,2.75,2.62,BCS_dataset/images\85_4_11_10_118_cow.jpg
736_4_4_11_270_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_4_11_270_cow.jpg
734_4_25_12_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_108_cow.jpg
42_4_20_23_110_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_20_23_110_cow.jpg
110_4_22_21_109_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\110_4_22_21_109_cow.jpg
128_4_25_23_109_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_109_cow.jpg
38_4_20_23_76_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_76_cow.jpg
48_4_22_22_107_cow.jpg,4.0,4.0,4.0,BCS_dataset/images\48_4_22_22_107_cow.jpg
710_4_4_10_71_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_4_10_71_cow.jpg
757_4_25_22_108_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\757_4_25_22_108_cow.jpg
128_4_10_12_148_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_148_cow.jpg
32_4_24_21_118_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_118_cow.jpg
132_4_14_10_501_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_501_cow.jpg
713_4_6_12_62_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_6_12_62_cow.jpg
