N,animal_id,BCS,data,frame,RGB_path,depth_path
12441,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.363.png,27.03.2025\2\depth\08.15.35.363.png
12442,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.463.png,27.03.2025\2\depth\08.15.35.463.png
12443,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.555.png,27.03.2025\2\depth\08.15.35.555.png
12444,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.645.png,27.03.2025\2\depth\08.15.35.645.png
12445,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.740.png,27.03.2025\2\depth\08.15.35.740.png
12446,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.837.png,27.03.2025\2\depth\08.15.35.837.png
12447,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.35.941.png,27.03.2025\2\depth\08.15.35.941.png
12448,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.035.png,27.03.2025\2\depth\08.15.36.035.png
12449,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.126.png,27.03.2025\2\depth\08.15.36.126.png
12450,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.217.png,27.03.2025\2\depth\08.15.36.217.png
12451,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.307.png,27.03.2025\2\depth\08.15.36.307.png
12452,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.404.png,27.03.2025\2\depth\08.15.36.404.png
12453,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.498.png,27.03.2025\2\depth\08.15.36.498.png
12454,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.586.png,27.03.2025\2\depth\08.15.36.586.png
12455,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.678.png,27.03.2025\2\depth\08.15.36.678.png
12456,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.771.png,27.03.2025\2\depth\08.15.36.771.png
12457,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.864.png,27.03.2025\2\depth\08.15.36.864.png
12458,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.36.948.png,27.03.2025\2\depth\08.15.36.948.png
12459,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.37.047.png,27.03.2025\2\depth\08.15.37.047.png
12460,211021,3.25,27.03.2025,2,27.03.2025\2\rgb\08.15.37.147.png,27.03.2025\2\depth\08.15.37.147.png
12461,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.50.947.png,27.03.2025\3\depth\08.15.50.947.png
12462,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.046.png,27.03.2025\3\depth\08.15.51.046.png
12463,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.138.png,27.03.2025\3\depth\08.15.51.138.png
12464,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.230.png,27.03.2025\3\depth\08.15.51.230.png
12465,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.321.png,27.03.2025\3\depth\08.15.51.321.png
12466,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.413.png,27.03.2025\3\depth\08.15.51.413.png
12467,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.505.png,27.03.2025\3\depth\08.15.51.505.png
12468,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.598.png,27.03.2025\3\depth\08.15.51.598.png
12469,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.693.png,27.03.2025\3\depth\08.15.51.693.png
12470,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.783.png,27.03.2025\3\depth\08.15.51.783.png
12471,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.873.png,27.03.2025\3\depth\08.15.51.873.png
12472,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.51.967.png,27.03.2025\3\depth\08.15.51.967.png
12473,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.051.png,27.03.2025\3\depth\08.15.52.051.png
12474,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.136.png,27.03.2025\3\depth\08.15.52.136.png
12475,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.228.png,27.03.2025\3\depth\08.15.52.228.png
12476,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.319.png,27.03.2025\3\depth\08.15.52.319.png
12477,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.410.png,27.03.2025\3\depth\08.15.52.410.png
12478,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.504.png,27.03.2025\3\depth\08.15.52.504.png
12479,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.600.png,27.03.2025\3\depth\08.15.52.600.png
12480,621026,3.5,27.03.2025,3,27.03.2025\3\rgb\08.15.52.690.png,27.03.2025\3\depth\08.15.52.690.png
12481,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.179.png,27.03.2025\4\depth\08.16.06.179.png
12482,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.265.png,27.03.2025\4\depth\08.16.06.265.png
12483,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.358.png,27.03.2025\4\depth\08.16.06.358.png
12484,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.449.png,27.03.2025\4\depth\08.16.06.449.png
12485,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.543.png,27.03.2025\4\depth\08.16.06.543.png
12486,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.636.png,27.03.2025\4\depth\08.16.06.636.png
12487,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.741.png,27.03.2025\4\depth\08.16.06.741.png
12488,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.831.png,27.03.2025\4\depth\08.16.06.831.png
12489,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.06.924.png,27.03.2025\4\depth\08.16.06.924.png
12490,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.010.png,27.03.2025\4\depth\08.16.07.010.png
12491,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.107.png,27.03.2025\4\depth\08.16.07.107.png
12492,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.201.png,27.03.2025\4\depth\08.16.07.201.png
12493,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.294.png,27.03.2025\4\depth\08.16.07.294.png
12494,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.387.png,27.03.2025\4\depth\08.16.07.387.png
12495,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.481.png,27.03.2025\4\depth\08.16.07.481.png
12496,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.570.png,27.03.2025\4\depth\08.16.07.570.png
12497,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.666.png,27.03.2025\4\depth\08.16.07.666.png
12498,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.756.png,27.03.2025\4\depth\08.16.07.756.png
12499,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.849.png,27.03.2025\4\depth\08.16.07.849.png
12500,6708,3.0,27.03.2025,4,27.03.2025\4\rgb\08.16.07.942.png,27.03.2025\4\depth\08.16.07.942.png
12501,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.365.png,27.03.2025\5\depth\08.16.20.365.png
12502,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.445.png,27.03.2025\5\depth\08.16.20.445.png
12503,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.537.png,27.03.2025\5\depth\08.16.20.537.png
12504,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.630.png,27.03.2025\5\depth\08.16.20.630.png
12505,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.721.png,27.03.2025\5\depth\08.16.20.721.png
12506,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.813.png,27.03.2025\5\depth\08.16.20.813.png
12507,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.906.png,27.03.2025\5\depth\08.16.20.906.png
12508,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.20.999.png,27.03.2025\5\depth\08.16.20.999.png
12509,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.090.png,27.03.2025\5\depth\08.16.21.090.png
12510,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.183.png,27.03.2025\5\depth\08.16.21.183.png
12511,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.276.png,27.03.2025\5\depth\08.16.21.276.png
12512,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.369.png,27.03.2025\5\depth\08.16.21.369.png
12513,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.479.png,27.03.2025\5\depth\08.16.21.479.png
12514,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.582.png,27.03.2025\5\depth\08.16.21.582.png
12515,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.674.png,27.03.2025\5\depth\08.16.21.674.png
12516,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.768.png,27.03.2025\5\depth\08.16.21.768.png
12517,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.858.png,27.03.2025\5\depth\08.16.21.858.png
12518,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.21.953.png,27.03.2025\5\depth\08.16.21.953.png
12519,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.22.037.png,27.03.2025\5\depth\08.16.22.037.png
12520,730303,3.25,27.03.2025,5,27.03.2025\5\rgb\08.16.22.136.png,27.03.2025\5\depth\08.16.22.136.png
12521,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.36.849.png,27.03.2025\6\depth\08.16.36.849.png
12522,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.36.951.png,27.03.2025\6\depth\08.16.36.951.png
12523,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.034.png,27.03.2025\6\depth\08.16.37.034.png
12524,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.120.png,27.03.2025\6\depth\08.16.37.120.png
12525,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.211.png,27.03.2025\6\depth\08.16.37.211.png
12526,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.303.png,27.03.2025\6\depth\08.16.37.303.png
12527,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.397.png,27.03.2025\6\depth\08.16.37.397.png
12528,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.488.png,27.03.2025\6\depth\08.16.37.488.png
12529,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.582.png,27.03.2025\6\depth\08.16.37.582.png
12530,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.673.png,27.03.2025\6\depth\08.16.37.673.png
12531,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.773.png,27.03.2025\6\depth\08.16.37.773.png
12532,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.862.png,27.03.2025\6\depth\08.16.37.862.png
12533,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.37.955.png,27.03.2025\6\depth\08.16.37.955.png
12534,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.049.png,27.03.2025\6\depth\08.16.38.049.png
12535,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.139.png,27.03.2025\6\depth\08.16.38.139.png
12536,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.234.png,27.03.2025\6\depth\08.16.38.234.png
12537,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.325.png,27.03.2025\6\depth\08.16.38.325.png
12538,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.419.png,27.03.2025\6\depth\08.16.38.419.png
12539,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.510.png,27.03.2025\6\depth\08.16.38.510.png
12540,6974,3.25,27.03.2025,6,27.03.2025\6\rgb\08.16.38.604.png,27.03.2025\6\depth\08.16.38.604.png
12541,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.006.png,27.03.2025\7\depth\08.16.51.006.png
12542,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.106.png,27.03.2025\7\depth\08.16.51.106.png
12543,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.198.png,27.03.2025\7\depth\08.16.51.198.png
12544,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.287.png,27.03.2025\7\depth\08.16.51.287.png
12545,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.382.png,27.03.2025\7\depth\08.16.51.382.png
12546,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.472.png,27.03.2025\7\depth\08.16.51.472.png
12547,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.566.png,27.03.2025\7\depth\08.16.51.566.png
12548,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.658.png,27.03.2025\7\depth\08.16.51.658.png
12549,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.748.png,27.03.2025\7\depth\08.16.51.748.png
12550,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.840.png,27.03.2025\7\depth\08.16.51.840.png
12551,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.51.934.png,27.03.2025\7\depth\08.16.51.934.png
12552,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.028.png,27.03.2025\7\depth\08.16.52.028.png
12553,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.113.png,27.03.2025\7\depth\08.16.52.113.png
12554,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.200.png,27.03.2025\7\depth\08.16.52.200.png
12555,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.291.png,27.03.2025\7\depth\08.16.52.291.png
12556,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.384.png,27.03.2025\7\depth\08.16.52.384.png
12557,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.475.png,27.03.2025\7\depth\08.16.52.475.png
12558,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.567.png,27.03.2025\7\depth\08.16.52.567.png
12559,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.661.png,27.03.2025\7\depth\08.16.52.661.png
12560,6655,3.25,27.03.2025,7,27.03.2025\7\rgb\08.16.52.753.png,27.03.2025\7\depth\08.16.52.753.png
12561,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.230.png,27.03.2025\8\depth\08.17.07.230.png
12562,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.329.png,27.03.2025\8\depth\08.17.07.329.png
12563,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.420.png,27.03.2025\8\depth\08.17.07.420.png
12564,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.513.png,27.03.2025\8\depth\08.17.07.513.png
12565,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.606.png,27.03.2025\8\depth\08.17.07.606.png
12566,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.695.png,27.03.2025\8\depth\08.17.07.695.png
12567,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.787.png,27.03.2025\8\depth\08.17.07.787.png
12568,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.880.png,27.03.2025\8\depth\08.17.07.880.png
12569,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.07.972.png,27.03.2025\8\depth\08.17.07.972.png
12570,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.068.png,27.03.2025\8\depth\08.17.08.068.png
12571,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.160.png,27.03.2025\8\depth\08.17.08.160.png
12572,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.251.png,27.03.2025\8\depth\08.17.08.251.png
12573,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.347.png,27.03.2025\8\depth\08.17.08.347.png
12574,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.437.png,27.03.2025\8\depth\08.17.08.437.png
12575,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.531.png,27.03.2025\8\depth\08.17.08.531.png
12576,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.624.png,27.03.2025\8\depth\08.17.08.624.png
12577,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.717.png,27.03.2025\8\depth\08.17.08.717.png
12578,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.808.png,27.03.2025\8\depth\08.17.08.808.png
12579,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.901.png,27.03.2025\8\depth\08.17.08.901.png
12580,130214,3.25,27.03.2025,8,27.03.2025\8\rgb\08.17.08.994.png,27.03.2025\8\depth\08.17.08.994.png
12581,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.247.png,27.03.2025\9\depth\08.17.36.247.png
12582,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.346.png,27.03.2025\9\depth\08.17.36.346.png
12583,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.441.png,27.03.2025\9\depth\08.17.36.441.png
12584,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.531.png,27.03.2025\9\depth\08.17.36.531.png
12585,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.626.png,27.03.2025\9\depth\08.17.36.626.png
12586,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.717.png,27.03.2025\9\depth\08.17.36.717.png
12587,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.810.png,27.03.2025\9\depth\08.17.36.810.png
12588,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.905.png,27.03.2025\9\depth\08.17.36.905.png
12589,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.36.997.png,27.03.2025\9\depth\08.17.36.997.png
12590,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.086.png,27.03.2025\9\depth\08.17.37.086.png
12591,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.173.png,27.03.2025\9\depth\08.17.37.173.png
12592,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.274.png,27.03.2025\9\depth\08.17.37.274.png
12593,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.367.png,27.03.2025\9\depth\08.17.37.367.png
12594,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.471.png,27.03.2025\9\depth\08.17.37.471.png
12595,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.568.png,27.03.2025\9\depth\08.17.37.568.png
12596,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.659.png,27.03.2025\9\depth\08.17.37.659.png
12597,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.753.png,27.03.2025\9\depth\08.17.37.753.png
12598,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.845.png,27.03.2025\9\depth\08.17.37.845.png
12599,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.37.938.png,27.03.2025\9\depth\08.17.37.938.png
12600,6556,3.5,27.03.2025,9,27.03.2025\9\rgb\08.17.38.028.png,27.03.2025\9\depth\08.17.38.028.png
12601,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.16.545.png,27.03.2025\11\depth\08.20.16.545.png
12602,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.16.631.png,27.03.2025\11\depth\08.20.16.631.png
12603,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.16.723.png,27.03.2025\11\depth\08.20.16.723.png
12604,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.16.813.png,27.03.2025\11\depth\08.20.16.813.png
12605,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.16.909.png,27.03.2025\11\depth\08.20.16.909.png
12606,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.003.png,27.03.2025\11\depth\08.20.17.003.png
12607,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.096.png,27.03.2025\11\depth\08.20.17.096.png
12608,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.187.png,27.03.2025\11\depth\08.20.17.187.png
12609,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.279.png,27.03.2025\11\depth\08.20.17.279.png
12610,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.365.png,27.03.2025\11\depth\08.20.17.365.png
12611,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.467.png,27.03.2025\11\depth\08.20.17.467.png
12612,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.562.png,27.03.2025\11\depth\08.20.17.562.png
12613,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.650.png,27.03.2025\11\depth\08.20.17.650.png
12614,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.743.png,27.03.2025\11\depth\08.20.17.743.png
12615,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.838.png,27.03.2025\11\depth\08.20.17.838.png
12616,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.17.933.png,27.03.2025\11\depth\08.20.17.933.png
12617,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.18.024.png,27.03.2025\11\depth\08.20.18.024.png
12618,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.18.131.png,27.03.2025\11\depth\08.20.18.131.png
12619,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.18.224.png,27.03.2025\11\depth\08.20.18.224.png
12620,6705,3.25,27.03.2025,11,27.03.2025\11\rgb\08.20.18.316.png,27.03.2025\11\depth\08.20.18.316.png
12621,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.286.png,27.03.2025\12\depth\08.20.33.286.png
12622,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.384.png,27.03.2025\12\depth\08.20.33.384.png
12623,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.477.png,27.03.2025\12\depth\08.20.33.477.png
12624,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.569.png,27.03.2025\12\depth\08.20.33.569.png
12625,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.663.png,27.03.2025\12\depth\08.20.33.663.png
12626,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.753.png,27.03.2025\12\depth\08.20.33.753.png
12627,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.842.png,27.03.2025\12\depth\08.20.33.842.png
12628,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.33.935.png,27.03.2025\12\depth\08.20.33.935.png
12629,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.030.png,27.03.2025\12\depth\08.20.34.030.png
12630,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.121.png,27.03.2025\12\depth\08.20.34.121.png
12631,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.215.png,27.03.2025\12\depth\08.20.34.215.png
12632,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.306.png,27.03.2025\12\depth\08.20.34.306.png
12633,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.401.png,27.03.2025\12\depth\08.20.34.401.png
12634,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.495.png,27.03.2025\12\depth\08.20.34.495.png
12635,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.587.png,27.03.2025\12\depth\08.20.34.587.png
12636,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.667.png,27.03.2025\12\depth\08.20.34.667.png
12637,230214,3.0,27.03.2025,12,27.03.2025\12\rgb\08.20.34.759.png,27.03.2025\12\depth\08.20.34.759.png
