N,animal_id,BCS,data,frame,RGB_path,depth_path
59,310823,3.5,06.12.2024,7,06.12.2024\7\rgb\14.15.52.564.png,06.12.2024\7\depth\14.15.52.564.png
60,310823,3.5,06.12.2024,7,06.12.2024\7\rgb\14.15.52.658.png,06.12.2024\7\depth\14.15.52.658.png
61,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.331.png,06.12.2024\8\depth\14.16.08.331.png
62,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.415.png,06.12.2024\8\depth\14.16.08.415.png
63,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.509.png,06.12.2024\8\depth\14.16.08.509.png
64,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.608.png,06.12.2024\8\depth\14.16.08.608.png
65,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.694.png,06.12.2024\8\depth\14.16.08.694.png
66,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.786.png,06.12.2024\8\depth\14.16.08.786.png
67,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.879.png,06.12.2024\8\depth\14.16.08.879.png
68,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.08.973.png,06.12.2024\8\depth\14.16.08.973.png
69,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.061.png,06.12.2024\8\depth\14.16.09.061.png
70,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.158.png,06.12.2024\8\depth\14.16.09.158.png
71,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.252.png,06.12.2024\8\depth\14.16.09.252.png
72,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.347.png,06.12.2024\8\depth\14.16.09.347.png
73,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.430.png,06.12.2024\8\depth\14.16.09.430.png
74,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.513.png,06.12.2024\8\depth\14.16.09.513.png
75,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.600.png,06.12.2024\8\depth\14.16.09.600.png
76,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.692.png,06.12.2024\8\depth\14.16.09.692.png
77,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.786.png,06.12.2024\8\depth\14.16.09.786.png
78,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.880.png,06.12.2024\8\depth\14.16.09.880.png
79,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.09.970.png,06.12.2024\8\depth\14.16.09.970.png
80,7433,3.25,06.12.2024,8,06.12.2024\8\rgb\14.16.10.063.png,06.12.2024\8\depth\14.16.10.063.png
81,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.22.960.png,06.12.2024\9\depth\14.16.22.960.png
82,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.045.png,06.12.2024\9\depth\14.16.23.045.png
83,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.138.png,06.12.2024\9\depth\14.16.23.138.png
84,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.229.png,06.12.2024\9\depth\14.16.23.229.png
85,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.311.png,06.12.2024\9\depth\14.16.23.311.png
86,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.403.png,06.12.2024\9\depth\14.16.23.403.png
87,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.497.png,06.12.2024\9\depth\14.16.23.497.png
88,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.590.png,06.12.2024\9\depth\14.16.23.590.png
89,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.681.png,06.12.2024\9\depth\14.16.23.681.png
90,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.777.png,06.12.2024\9\depth\14.16.23.777.png
91,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.868.png,06.12.2024\9\depth\14.16.23.868.png
92,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.23.959.png,06.12.2024\9\depth\14.16.23.959.png
93,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.052.png,06.12.2024\9\depth\14.16.24.052.png
94,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.140.png,06.12.2024\9\depth\14.16.24.140.png
95,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.235.png,06.12.2024\9\depth\14.16.24.235.png
96,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.325.png,06.12.2024\9\depth\14.16.24.325.png
97,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.419.png,06.12.2024\9\depth\14.16.24.419.png
98,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.510.png,06.12.2024\9\depth\14.16.24.510.png
99,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.602.png,06.12.2024\9\depth\14.16.24.602.png
100,4807,3.5,06.12.2024,9,06.12.2024\9\rgb\14.16.24.696.png,06.12.2024\9\depth\14.16.24.696.png
101,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.162.png,06.12.2024\12\depth\14.17.44.162.png
102,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.246.png,06.12.2024\12\depth\14.17.44.246.png
103,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.337.png,06.12.2024\12\depth\14.17.44.337.png
104,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.427.png,06.12.2024\12\depth\14.17.44.427.png
105,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.517.png,06.12.2024\12\depth\14.17.44.517.png
106,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.614.png,06.12.2024\12\depth\14.17.44.614.png
107,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.704.png,06.12.2024\12\depth\14.17.44.704.png
108,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.796.png,06.12.2024\12\depth\14.17.44.796.png
109,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.885.png,06.12.2024\12\depth\14.17.44.885.png
110,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.44.975.png,06.12.2024\12\depth\14.17.44.975.png
111,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.063.png,06.12.2024\12\depth\14.17.45.063.png
112,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.157.png,06.12.2024\12\depth\14.17.45.157.png
113,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.253.png,06.12.2024\12\depth\14.17.45.253.png
114,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.345.png,06.12.2024\12\depth\14.17.45.345.png
115,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.442.png,06.12.2024\12\depth\14.17.45.442.png
116,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.534.png,06.12.2024\12\depth\14.17.45.534.png
117,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.626.png,06.12.2024\12\depth\14.17.45.626.png
118,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.719.png,06.12.2024\12\depth\14.17.45.719.png
119,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.811.png,06.12.2024\12\depth\14.17.45.811.png
120,4887,4.0,06.12.2024,12,06.12.2024\12\rgb\14.17.45.898.png,06.12.2024\12\depth\14.17.45.898.png
121,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.03.980.png,06.12.2024\13\depth\14.18.03.980.png
122,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.066.png,06.12.2024\13\depth\14.18.04.066.png
123,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.159.png,06.12.2024\13\depth\14.18.04.159.png
124,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.256.png,06.12.2024\13\depth\14.18.04.256.png
125,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.347.png,06.12.2024\13\depth\14.18.04.347.png
126,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.440.png,06.12.2024\13\depth\14.18.04.440.png
127,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.530.png,06.12.2024\13\depth\14.18.04.530.png
128,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.622.png,06.12.2024\13\depth\14.18.04.622.png
129,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.712.png,06.12.2024\13\depth\14.18.04.712.png
130,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.806.png,06.12.2024\13\depth\14.18.04.806.png
131,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.898.png,06.12.2024\13\depth\14.18.04.898.png
132,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.04.991.png,06.12.2024\13\depth\14.18.04.991.png
133,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.088.png,06.12.2024\13\depth\14.18.05.088.png
134,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.176.png,06.12.2024\13\depth\14.18.05.176.png
135,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.270.png,06.12.2024\13\depth\14.18.05.270.png
136,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.360.png,06.12.2024\13\depth\14.18.05.360.png
137,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.458.png,06.12.2024\13\depth\14.18.05.458.png
138,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.550.png,06.12.2024\13\depth\14.18.05.550.png
139,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.639.png,06.12.2024\13\depth\14.18.05.639.png
140,6650,3.0,06.12.2024,13,06.12.2024\13\rgb\14.18.05.736.png,06.12.2024\13\depth\14.18.05.736.png
141,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.18.658.png,06.12.2024\14\depth\14.18.18.658.png
142,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.18.755.png,06.12.2024\14\depth\14.18.18.755.png
143,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.18.844.png,06.12.2024\14\depth\14.18.18.844.png
144,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.18.938.png,06.12.2024\14\depth\14.18.18.938.png
145,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.025.png,06.12.2024\14\depth\14.18.19.025.png
146,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.120.png,06.12.2024\14\depth\14.18.19.120.png
147,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.198.png,06.12.2024\14\depth\14.18.19.198.png
148,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.288.png,06.12.2024\14\depth\14.18.19.288.png
149,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.384.png,06.12.2024\14\depth\14.18.19.384.png
150,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.476.png,06.12.2024\14\depth\14.18.19.476.png
151,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.568.png,06.12.2024\14\depth\14.18.19.568.png
152,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.662.png,06.12.2024\14\depth\14.18.19.662.png
153,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.754.png,06.12.2024\14\depth\14.18.19.754.png
154,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.841.png,06.12.2024\14\depth\14.18.19.841.png
155,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.19.919.png,06.12.2024\14\depth\14.18.19.919.png
156,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.20.010.png,06.12.2024\14\depth\14.18.20.010.png
157,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.20.104.png,06.12.2024\14\depth\14.18.20.104.png
158,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.20.185.png,06.12.2024\14\depth\14.18.20.185.png
159,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.20.276.png,06.12.2024\14\depth\14.18.20.276.png
160,201227,3.0,06.12.2024,14,06.12.2024\14\rgb\14.18.20.369.png,06.12.2024\14\depth\14.18.20.369.png
161,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.291.png,06.12.2024\15\depth\14.20.17.291.png
162,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.375.png,06.12.2024\15\depth\14.20.17.375.png
163,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.468.png,06.12.2024\15\depth\14.20.17.468.png
164,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.562.png,06.12.2024\15\depth\14.20.17.562.png
165,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.655.png,06.12.2024\15\depth\14.20.17.655.png
166,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.745.png,06.12.2024\15\depth\14.20.17.745.png
167,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.839.png,06.12.2024\15\depth\14.20.17.839.png
168,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.17.931.png,06.12.2024\15\depth\14.20.17.931.png
169,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.015.png,06.12.2024\15\depth\14.20.18.015.png
170,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.108.png,06.12.2024\15\depth\14.20.18.108.png
171,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.202.png,06.12.2024\15\depth\14.20.18.202.png
172,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.291.png,06.12.2024\15\depth\14.20.18.291.png
173,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.392.png,06.12.2024\15\depth\14.20.18.392.png
174,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.486.png,06.12.2024\15\depth\14.20.18.486.png
175,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.592.png,06.12.2024\15\depth\14.20.18.592.png
176,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.695.png,06.12.2024\15\depth\14.20.18.695.png
177,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.785.png,06.12.2024\15\depth\14.20.18.785.png
178,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.877.png,06.12.2024\15\depth\14.20.18.877.png
179,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.18.972.png,06.12.2024\15\depth\14.20.18.972.png
180,1815,3.0,06.12.2024,15,06.12.2024\15\rgb\14.20.19.064.png,06.12.2024\15\depth\14.20.19.064.png
181,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.135.png,06.12.2024\16\depth\14.20.37.135.png
182,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.220.png,06.12.2024\16\depth\14.20.37.220.png
183,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.310.png,06.12.2024\16\depth\14.20.37.310.png
184,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.403.png,06.12.2024\16\depth\14.20.37.403.png
185,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.495.png,06.12.2024\16\depth\14.20.37.495.png
186,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.588.png,06.12.2024\16\depth\14.20.37.588.png
187,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.681.png,06.12.2024\16\depth\14.20.37.681.png
188,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.774.png,06.12.2024\16\depth\14.20.37.774.png
189,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.863.png,06.12.2024\16\depth\14.20.37.863.png
190,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.37.959.png,06.12.2024\16\depth\14.20.37.959.png
191,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.051.png,06.12.2024\16\depth\14.20.38.051.png
192,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.144.png,06.12.2024\16\depth\14.20.38.144.png
193,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.235.png,06.12.2024\16\depth\14.20.38.235.png
194,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.333.png,06.12.2024\16\depth\14.20.38.333.png
195,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.422.png,06.12.2024\16\depth\14.20.38.422.png
196,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.510.png,06.12.2024\16\depth\14.20.38.510.png
197,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.606.png,06.12.2024\16\depth\14.20.38.606.png
198,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.704.png,06.12.2024\16\depth\14.20.38.704.png
199,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.792.png,06.12.2024\16\depth\14.20.38.792.png
200,5194,3.25,06.12.2024,16,06.12.2024\16\rgb\14.20.38.885.png,06.12.2024\16\depth\14.20.38.885.png
201,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.27.595.png,06.12.2024\18\depth\14.21.27.595.png
202,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.27.687.png,06.12.2024\18\depth\14.21.27.687.png
203,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.27.782.png,06.12.2024\18\depth\14.21.27.782.png
204,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.27.871.png,06.12.2024\18\depth\14.21.27.871.png
205,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.27.962.png,06.12.2024\18\depth\14.21.27.962.png
206,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.055.png,06.12.2024\18\depth\14.21.28.055.png
207,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.151.png,06.12.2024\18\depth\14.21.28.151.png
208,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.241.png,06.12.2024\18\depth\14.21.28.241.png
209,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.332.png,06.12.2024\18\depth\14.21.28.332.png
210,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.424.png,06.12.2024\18\depth\14.21.28.424.png
211,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.516.png,06.12.2024\18\depth\14.21.28.516.png
212,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.614.png,06.12.2024\18\depth\14.21.28.614.png
213,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.706.png,06.12.2024\18\depth\14.21.28.706.png
214,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.798.png,06.12.2024\18\depth\14.21.28.798.png
215,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.891.png,06.12.2024\18\depth\14.21.28.891.png
216,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.28.986.png,06.12.2024\18\depth\14.21.28.986.png
217,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.29.077.png,06.12.2024\18\depth\14.21.29.077.png
218,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.29.175.png,06.12.2024\18\depth\14.21.29.175.png
219,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.29.259.png,06.12.2024\18\depth\14.21.29.259.png
220,5168,3.0,06.12.2024,18,06.12.2024\18\rgb\14.21.29.354.png,06.12.2024\18\depth\14.21.29.354.png
221,111101,3.0,06.12.2024,19,06.12.2024\19\rgb\14.21.44.103.png,06.12.2024\19\depth\14.21.44.103.png
