image_filename,bcs_1,bcs_2,bcs_mean,local_path,cow_id
44_4_7_20_3_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\44_4_7_20_3_cow.jpg,44
40_4_6_10_363_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_6_10_363_cow.jpg,40
713_4_5_22_361_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_361_cow.jpg,713
713_4_5_22_363_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_363_cow.jpg,713
736_4_4_11_270_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_4_11_270_cow.jpg,736
700_4_5_12_14_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_14_cow.jpg,700
700_4_5_12_16_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_16_cow.jpg,700
45_4_15_12_36_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_36_cow.jpg,45
45_4_15_12_38_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_38_cow.jpg,45
45_4_7_22_180_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_7_22_180_cow.jpg,45
128_4_10_12_146_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_146_cow.jpg,128
128_4_10_12_148_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_148_cow.jpg,128
713_4_6_12_62_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_6_12_62_cow.jpg,713
49_4_5_13_167_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_167_cow.jpg,49
49_4_5_13_169_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_169_cow.jpg,49
713_4_5_22_11_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_11_cow.jpg,713
713_4_5_22_9_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_9_cow.jpg,713
49_4_7_21_162_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_7_21_162_cow.jpg,49
56_4_4_12_2_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_4_12_2_cow.jpg,56
696_4_6_10_175_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_6_10_175_cow.jpg,696
39_4_5_10_142_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_142_cow.jpg,39
39_4_5_10_144_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_144_cow.jpg,39
733_4_6_13_41_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\733_4_6_13_41_cow.jpg,733
734_4_4_22_226_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_4_22_226_cow.jpg,734
42_4_6_11_266_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_6_11_266_cow.jpg,42
32_4_5_22_177_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_177_cow.jpg,32
32_4_7_21_8_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_7_21_8_cow.jpg,32
714_4_10_10_117_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_10_10_117_cow.jpg,714
56_4_15_13_24_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_24_cow.jpg,56
56_4_15_13_26_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_26_cow.jpg,56
700_4_4_23_403_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_4_23_403_cow.jpg,700
700_4_9_22_301_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_9_22_301_cow.jpg,700
710_4_14_11_688_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_14_11_688_cow.jpg,710
713_4_4_13_198_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_4_13_198_cow.jpg,713
32_4_4_22_40_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_4_22_40_cow.jpg,32
42_4_4_23_59_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_4_23_59_cow.jpg,42
32_4_6_12_119_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_6_12_119_cow.jpg,32
710_4_4_10_71_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_4_10_71_cow.jpg,710
713_4_5_12_109_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_12_109_cow.jpg,713
710_4_10_12_61_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_61_cow.jpg,710
710_4_10_12_63_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_63_cow.jpg,710
710_4_10_12_65_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_65_cow.jpg,710
710_4_10_12_67_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_67_cow.jpg,710
713_4_9_22_265_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_9_22_265_cow.jpg,713
714_4_5_20_184_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_184_cow.jpg,714
714_4_5_20_186_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_186_cow.jpg,714
128_4_5_13_159_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_13_159_cow.jpg,128
38_4_10_20_298_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_20_298_cow.jpg,38
713_4_10_22_193_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_10_22_193_cow.jpg,713
710_4_11_12_119_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_119_cow.jpg,710
710_4_11_12_121_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_121_cow.jpg,710
710_4_11_12_123_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_123_cow.jpg,710
39_4_11_10_261_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_261_cow.jpg,39
39_4_11_10_263_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_263_cow.jpg,39
39_4_11_10_265_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_265_cow.jpg,39
736_4_25_13_103_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_103_cow.jpg,736
736_4_25_13_105_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_105_cow.jpg,736
736_4_25_13_107_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_107_cow.jpg,736
736_4_25_13_109_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_109_cow.jpg,736
39_4_29_12_87_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_87_cow.jpg,39
39_4_29_12_89_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_89_cow.jpg,39
39_4_29_12_91_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_91_cow.jpg,39
734_4_22_23_129_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_129_cow.jpg,734
734_4_22_23_133_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_22_23_133_cow.jpg,734
38_4_23_23_103_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_103_cow.jpg,38
38_4_23_23_105_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_23_23_105_cow.jpg,38
714_4_20_20_106_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_20_20_106_cow.jpg,714
132_4_21_12_105_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_21_12_105_cow.jpg,132
128_4_20_20_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_107_cow.jpg,128
128_4_20_20_111_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_111_cow.jpg,128
128_4_20_20_113_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_20_20_113_cow.jpg,128
56_4_23_22_102_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_102_cow.jpg,56
56_4_23_22_104_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_23_22_104_cow.jpg,56
132_4_29_12_92_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_92_cow.jpg,132
132_4_29_12_94_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_29_12_94_cow.jpg,132
32_4_22_21_107_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_107_cow.jpg,32
32_4_22_21_109_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_109_cow.jpg,32
32_4_22_21_111_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_111_cow.jpg,32
32_4_22_21_113_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_22_21_113_cow.jpg,32
714_4_22_20_107_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_22_20_107_cow.jpg,714
734_4_25_12_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_108_cow.jpg,734
734_4_25_12_110_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_110_cow.jpg,734
734_4_25_12_112_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_25_12_112_cow.jpg,734
32_4_24_21_116_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_116_cow.jpg,32
32_4_24_21_118_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_118_cow.jpg,32
32_4_24_21_120_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_24_21_120_cow.jpg,32
42_4_20_23_110_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_20_23_110_cow.jpg,42
132_4_24_22_120_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_120_cow.jpg,132
132_4_24_22_122_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_122_cow.jpg,132
132_4_24_22_128_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_24_22_128_cow.jpg,132
132_4_10_10_40_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_10_10_40_cow.jpg,132
132_4_10_10_42_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_10_10_42_cow.jpg,132
132_4_14_10_503_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_503_cow.jpg,132
132_4_4_10_91_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_4_10_91_cow.jpg,132
32_4_5_22_181_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_181_cow.jpg,32
734_4_23_23_108_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_23_23_108_cow.jpg,734
128_4_25_23_105_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_105_cow.jpg,128
128_4_25_23_107_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_107_cow.jpg,128
128_4_25_23_109_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_25_23_109_cow.jpg,128
700_4_29_12_92_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_92_cow.jpg,700
132_4_27_12_74_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_74_cow.jpg,132
132_4_27_12_76_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_27_12_76_cow.jpg,132
700_4_20_12_86_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_86_cow.jpg,700
700_4_20_12_88_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_20_12_88_cow.jpg,700
32_4_25_12_108_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_108_cow.jpg,32
32_4_25_12_110_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_110_cow.jpg,32
32_4_25_12_112_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_12_112_cow.jpg,32
696_4_27_12_67_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_27_12_67_cow.jpg,696
696_4_27_12_69_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_27_12_69_cow.jpg,696
40_4_24_23_111_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_111_cow.jpg,40
40_4_24_23_113_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_24_23_113_cow.jpg,40
32_4_25_20_122_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_122_cow.jpg,32
32_4_25_20_124_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_25_20_124_cow.jpg,32
710_4_23_23_105_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_23_23_105_cow.jpg,710
714_4_25_10_79_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_79_cow.jpg,714
714_4_25_10_81_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_25_10_81_cow.jpg,714
38_4_20_23_70_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_70_cow.jpg,38
38_4_20_23_72_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_72_cow.jpg,38
38_4_20_23_74_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_74_cow.jpg,38
38_4_20_23_76_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_20_23_76_cow.jpg,38
132_4_25_21_124_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_25_21_124_cow.jpg,132
132_4_20_21_108_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_108_cow.jpg,132
132_4_20_21_112_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_20_21_112_cow.jpg,132
49_4_26_12_109_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_26_12_109_cow.jpg,49
49_4_26_12_111_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_26_12_111_cow.jpg,49
700_4_29_12_90_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_29_12_90_cow.jpg,700
700_4_11_10_298_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_11_10_298_cow.jpg,700
700_4_11_10_300_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_11_10_300_cow.jpg,700
128_4_4_10_132_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_4_10_132_cow.jpg,128
128_4_6_10_85_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_6_10_85_cow.jpg,128
132_4_14_10_501_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_501_cow.jpg,132
132_4_14_10_505_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_14_10_505_cow.jpg,132
132_4_5_10_64_cow.jpg,4.5,4.5,4.5,BCS_dataset/images\132_4_5_10_64_cow.jpg,132
56_4_10_10_106_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_10_10_106_cow.jpg,56
39_4_10_10_108_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_10_10_108_cow.jpg,39
736_4_10_21_49_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_10_21_49_cow.jpg,736
128_4_14_12_108_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_14_12_108_cow.jpg,128
128_4_14_12_110_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_14_12_110_cow.jpg,128
128_4_14_12_112_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_14_12_112_cow.jpg,128
128_4_5_23_10_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_23_10_cow.jpg,128
736_4_5_22_162_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_5_22_162_cow.jpg,736
32_4_10_11_39_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_10_11_39_cow.jpg,32
32_4_10_11_43_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_10_11_43_cow.jpg,32
32_4_15_13_100_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_15_13_100_cow.jpg,32
32_4_15_13_102_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_15_13_102_cow.jpg,32
37_4_5_20_221_cow.jpg,3.25,3.0,3.12,BCS_dataset/images\37_4_5_20_221_cow.jpg,37
37_4_5_20_223_cow.jpg,3.25,3.0,3.12,BCS_dataset/images\37_4_5_20_223_cow.jpg,37
38_4_10_13_37_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_13_37_cow.jpg,38
66_4_7_20_324_cow.jpg,2.5,2.5,2.5,BCS_dataset/images\66_4_7_20_324_cow.jpg,66
40_4_15_12_401_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_401_cow.jpg,40
40_4_15_12_403_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_15_12_403_cow.jpg,40
696_4_7_21_278_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_7_21_278_cow.jpg,696
40_4_9_21_246_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_9_21_246_cow.jpg,40
44_4_7_20_3_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\44_4_7_20_3_cow.jpg,44
40_4_6_10_363_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\40_4_6_10_363_cow.jpg,40
713_4_5_22_361_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_361_cow.jpg,713
713_4_5_22_363_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_363_cow.jpg,713
736_4_4_11_270_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_4_11_270_cow.jpg,736
700_4_5_12_14_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_14_cow.jpg,700
700_4_5_12_16_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_5_12_16_cow.jpg,700
45_4_15_12_36_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_36_cow.jpg,45
45_4_15_12_38_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_15_12_38_cow.jpg,45
45_4_7_22_180_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\45_4_7_22_180_cow.jpg,45
128_4_10_12_146_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_146_cow.jpg,128
128_4_10_12_148_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_10_12_148_cow.jpg,128
713_4_6_12_62_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_6_12_62_cow.jpg,713
49_4_5_13_167_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_167_cow.jpg,49
49_4_5_13_169_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_5_13_169_cow.jpg,49
713_4_5_22_11_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_11_cow.jpg,713
713_4_5_22_9_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_22_9_cow.jpg,713
49_4_7_21_162_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\49_4_7_21_162_cow.jpg,49
56_4_4_12_2_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_4_12_2_cow.jpg,56
696_4_6_10_175_cow.jpg,3.0,2.75,2.88,BCS_dataset/images\696_4_6_10_175_cow.jpg,696
39_4_5_10_142_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_142_cow.jpg,39
39_4_5_10_144_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_5_10_144_cow.jpg,39
733_4_6_13_41_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\733_4_6_13_41_cow.jpg,733
734_4_4_22_226_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\734_4_4_22_226_cow.jpg,734
42_4_6_11_266_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_6_11_266_cow.jpg,42
32_4_5_22_177_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_5_22_177_cow.jpg,32
32_4_7_21_8_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_7_21_8_cow.jpg,32
714_4_10_10_117_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_10_10_117_cow.jpg,714
56_4_15_13_24_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_24_cow.jpg,56
56_4_15_13_26_cow.jpg,2.75,2.75,2.75,BCS_dataset/images\56_4_15_13_26_cow.jpg,56
700_4_4_23_403_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_4_23_403_cow.jpg,700
700_4_9_22_301_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\700_4_9_22_301_cow.jpg,700
710_4_14_11_688_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_14_11_688_cow.jpg,710
713_4_4_13_198_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_4_13_198_cow.jpg,713
32_4_4_22_40_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_4_22_40_cow.jpg,32
42_4_4_23_59_cow.jpg,3.0,3.25,3.12,BCS_dataset/images\42_4_4_23_59_cow.jpg,42
32_4_6_12_119_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\32_4_6_12_119_cow.jpg,32
710_4_4_10_71_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_4_10_71_cow.jpg,710
713_4_5_12_109_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_5_12_109_cow.jpg,713
710_4_10_12_61_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_61_cow.jpg,710
710_4_10_12_63_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_63_cow.jpg,710
710_4_10_12_65_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_65_cow.jpg,710
710_4_10_12_67_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_10_12_67_cow.jpg,710
713_4_9_22_265_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_9_22_265_cow.jpg,713
714_4_5_20_184_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_184_cow.jpg,714
714_4_5_20_186_cow.jpg,3.5,4.0,3.75,BCS_dataset/images\714_4_5_20_186_cow.jpg,714
128_4_5_13_159_cow.jpg,4.25,4.25,4.25,BCS_dataset/images\128_4_5_13_159_cow.jpg,128
38_4_10_20_298_cow.jpg,4.0,3.5,3.75,BCS_dataset/images\38_4_10_20_298_cow.jpg,38
713_4_10_22_193_cow.jpg,3.0,3.0,3.0,BCS_dataset/images\713_4_10_22_193_cow.jpg,713
710_4_11_12_119_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_119_cow.jpg,710
710_4_11_12_121_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_121_cow.jpg,710
710_4_11_12_123_cow.jpg,3.5,3.75,3.62,BCS_dataset/images\710_4_11_12_123_cow.jpg,710
39_4_11_10_261_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_261_cow.jpg,39
39_4_11_10_263_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_263_cow.jpg,39
39_4_11_10_265_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_11_10_265_cow.jpg,39
736_4_25_13_103_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_103_cow.jpg,736
736_4_25_13_105_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_105_cow.jpg,736
736_4_25_13_107_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_107_cow.jpg,736
736_4_25_13_109_cow.jpg,3.25,3.5,3.38,BCS_dataset/images\736_4_25_13_109_cow.jpg,736
39_4_29_12_87_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_87_cow.jpg,39
39_4_29_12_89_cow.jpg,3.5,3.5,3.5,BCS_dataset/images\39_4_29_12_89_cow.jpg,39
